id;tit;u1;sty;cou;lan;btr
96526;FFH - Nachrichten;http://resource.ffh.de/news/news.mp3;;Germany;;0
86030;FGL Radio;http://str0.creacast.com/fgl;;France;French;128
97363;Fickle 93.3;http://ice23.securenetsystems.net/WFKL;variety,fairport;United States of America;English;32
85654;Fidélité;http://80.82.229.202/fidelite.mp3;christian;France;French;128
85655;Fidélité Mayenne;http://80.82.229.202/fidelitemayenne.mp3;christian;France;French;128
89574;Fides 101.5 FM;"http://192.99.17.12:6358/;";noticias;Bolivia;Spanish;32
96341;Fiesta FM 106.3 - Willemstad;"http://45.63.108.130:8466/;";willemstad,variety music;Netherlands Antilles;Papiamento;64
91048;Fiji Gold FM 100.4 Suva;http://icast3.streamcom.net:8000/C_Gold.aac;local news,pop,fiji,suva;Fiji;English;28
89731;Final Fantasy Radio;http://finalfantasystation.com:8000/stream.mp3;soundtrack,video game;United States of America;;192
89956;Fine Music Radio;http://edge.iono.fm/xhls/fmr_live_medium.m3u8;m3u8,Classical,Music;South Africa;;0
94823;Finest Fm;http://212.47.220.188:8000/listen.pls;Hit;Finland;Estonian;160
94856;Finlandia Radio - Södertälje;http://www.finlandiaseura.com/radio/jalki.mp3;adult contemporary;Sweden;Finnish;0
45412;FIP;http://direct.fipradio.fr/live/fip-midfi.mp3;jazz,pop;France;French;0
96948;FIP autour de l’électro;http://direct.fipradio.fr/live/fip-webradio8.mp3;easy listening,electro;France;French;0
85639;FIP autour des Disquaires;http://direct.fipradio.fr/live/fip-webradio6.mp3;only music,music;France;French;0
85636;FIP autour du groove;http://direct.fipradio.fr/live/fip-webradio3.mp3;groove,lounge,jazz;France;French;0
85635;FIP autour du Jazz;http://direct.fipradio.fr/live/fip-webradio2.mp3;only music,jazz,music;France;French;0
85637;FIP autour du monde;http://direct.fipradio.fr/live/fip-webradio4.mp3;music,only music,world music;France;French;0
96981;FIP autour du reggae;http://direct.fipradio.fr/live/fip-webradio6.mp3;reggae;France;French;0
85634;FIP autour du rock;http://direct.fipradio.fr/live/fip-webradio1.mp3;music,only music,rock;France;French;0
85882;FIP Bordeaux;http://direct.fipradio.fr/live/fipbordeaux-midfi.mp3;jazz,pop;France;French;0
85881;FIP Nantes;http://direct.fipradio.fr/live/fipnantes-midfi.mp3;jazz,pop;France;French;0
85883;FIP Strasbourg;http://direct.fipradio.fr/live/fipstrasbourg-midfi.mp3;jazz,pop;France;French;0
85638;FIP Tout nouveau, tout FIP;http://direct.fipradio.fr/live/fip-webradio5.mp3;only music,novedades de artistas,music;France;French;0
96643;Fire FM 91.5 Gros Islet;http://streaming.radio.co/s5196ce56e/listen;gros islet,soca,reggae;Saint Lucia;English;192
91951;Fire Radio 107.6 Bournemouth;http://stream5.radiomonitor.com/Fire-128;bournemouth,hits;United Kingdom;English;0
89130;First Réunion;http://firstreunion.ice.infomaniak.ch/firstreunion-64.aac;stream offline 2017-05-12,la reunion,outre-mer;France;French;128
83736;Flaix FM;"http://radiostream.flaixfm.cat:8000/;";Dance;Spain;Catalan;128
96106;Flaix FM 93.8 Andorra La Vella;"http://91.121.45.224:8010/;";andorra la vella,pop,top 40;Andorra;Catalan;128
85620;Flamenco Guitar Society;http://streaming.radionomy.com/FlamencoGuitarSociety?lang=sk_SK%2csk%3bq%3d0.8%2cen-US%3bq%3d0.5%2cen%3bq%3d0.3&ad=radionoweb;guitar,flamenco;;;128
45413;Flash FM;http://live140.impek.com:8000/;;France;French;128
88840;Flash FM;http://statslive.infomaniak.ch/playlist/flashfm/flashfm-128.mp3/playlist.pls;;Belgium;French;128
97066;Flashback 40;http://104.250.149.122:8050/stream;los angeles,70s,80s,90s,00s,rnb,dance,top 40,pop,rock;United States of America;English;128
92414;Flashback 60's Online - Reykjavik;http://radio.is:443/60flashback;reykjavik,60's;Iceland;Icelandic;128
92412;Flashback 70's Online - Reykjavik;http://radio.is:443/70flashback;reykjavik,70s;Iceland;Icelandic;128
92411;Flashback 80's 101.5 Reykjavik;http://www.radio.is:443/80flashback;reykjavik,80s;Iceland;Icelandic;128
92413;Flashback 90's Online Reykjavik;http://www.radio.is:443/90flashback;reykjavik,90s;Iceland;Icelandic;128
92410;Flashback 91.9 Reykjavik;http://www.radio.is:443/flashback;reykjavik,pop;Iceland;Icelandic;128
92408;Flashback Radio - Honolulu, HI;http://streaming.streamonomy.com/flashback;80s;United States of America;English;128
73740;FlavorMix;http://213.238.33.199:8000/theflavormixHIGH;urban,rnb,soul,rap;Germany;;128
87052;Flirt FM;http://brockman.nuigalway.ie:8000/stream.mp3.m3u;alternative,local,community;Ireland;English;96
88320;FLOR FM;http://195.154.10.77:8000/florfm.mp3;;France;French;128
92451;Flow103.com London, ON;"http://108.61.22.211/;839076845024988stream.nsv";london,hiphop;Canada;English;128
90073;Flux FM (320k);http://fluxfm.hoerradar.de/fluxfmberlin-live-mp3-hq;rock,indie;Germany;German;320
87504;FluxFM;http://streams.fluxfm.de/soundofberlin/aac-64;;Germany;German;64
87503;FluxFM - Sound Of Berlin;http://streams.fluxfm.de/soundofberlin/aac-64;;Germany;German;64
87506;FluxFM - Studio 56;http://streams.fluxfm.de/studio56/aac-64/audio/;;Germany;German;64
58612;FluxFM Berlin;http://www.fluxfm.de/stream-berlin;;Germany;German;128
88086;FluxFM Clubsandwich;http://streams.fluxfm.de/clubsandwich/mp3-128/fluxfm.de_webplayer/;techno,tech house;Germany;German;128
93119;FluxFM ElektroFlux;http://streams.fluxfm.de/elektro/mp3-128/audio/;Elektro;Germany;German;128
93118;FluxFM FluxKompensator;http://streams.fluxfm.de/fluxkompensator/mp3-128/fluxfm.de_webplayer/;Songwriter,Alternative,Elektro,Indie;Germany;German;128
89454;Fly 104;http://37.59.32.115:6168/stream;;Greece;Greek;128
93067;FM CIELO 103.5;http://195.154.217.185:9790/;;Argentina;Spanish;80
88418;FM Evangile 66;http://stream.yakastreamer.net:2134/evangilefm-128.mp3;christian;France;French;128
96653;FM Globo 93.3;http://158.69.219.162:8026/stream;latin pop;El Salvador;Spanish;96
89189;FM Goud;http://stream01.level27.be:8008/listen.pls;;Belgium;Dutch;128
94569;FM Italia;http://onair7.xdevel.com:8700;top 40,pop,adult contemporary;Italy;Italian;128
88574;FM Kahoku 78.7;"http://radio.kahoku.net:8000/;";talk;Japan;Japanese;40
69367;FM O Dia 100.5 Rio de Janeiro;http://c2901-slbps-sambavideos.akamaized.net/radio/FMoDiaAudio_14d480346fa04ebcb4f03173f2dae707/livestream/master.m3u8;m3u8,rio de janeiro,Pagode,Samba,Funk;Brazil;Portuguese;0
87176;FM Plus;http://stream.franclr.fr:8000/fmplus;;France;French;192
96431;FM PREMIUM;http://noasrv.caster.fm:10125/stream;rede pampa;Brazil;Portuguese;96
97492;FM Tinkunaco;http://stream.codigosur.org:8000/fm-tinkunaco.mp3;popular music,Medio independiente;Argentina;Español;80
97491;FM UTN Mendoza;http://www.fmutn.com.ar/fmutn.m3u;diversión,entretenimiento,local,nacional,internacional,periodístico,música,actualidad,noticias;Argentina;Español;96
87889;FM-Galychyna;http://178.136.237.243:8000/galychyna;news,music;Ukraine;Ukrainian;128
89564;FM1 Nord;http://radiofm1.ice.infomaniak.ch:80/radiofm1-128.mp3;Music,Hits;Switzerland;German;128
86901;FM104 (Dublin, Ireland);"http://31.14.40.241:6184/;";contemporary,hits;Ireland;English;128
93634;FM7;"http://92.61.114.195:13220/;stream.mp3";;Hungary;Hungarian;128
95838;FM90 Campus Rádió;"http://stream.fm90.hu:8000/;";university radio,rock,alternative;Hungary;Hungarian;128
89614;FmRitmo;http://99.198.107.186:8552/stream;salsa,merengue;Guatemala;Spanish;32
92415;FMX Klassik 103.9 Reykjavik;http://icecast.365net.is:8000/orbFMX.aac;reykjavik,classic rock;Iceland;Icelandic;128
92416;FMXTRA Reykjavik;http://radio.is:443/fmxtra;reykjavik,top 40,contemporary hits;Iceland;Icelandic;128
87110;Focus;http://online.focus-radio.net:8100/sofia;news,information;Bulgaria;Bulgarian;128
90618;Focus FM;http://live.focusfm.ro:8000/focusfmhigh.ogg.m3u;Regional;Romania;Romanian;128
85622;Folk Alley Freshcuts;http://66.225.205.162:8000;folk music;United States of America;;128
91588;Folk Alley Irish Stream;http://66.225.205.169/ss3.mp3.128;celtic,irish,folk;United States of America;English;128
96496;Folk Alley [AAC+ 32k];http://www.folkalley.com/folkalley-aacplus32.pls;folk,Folk music;United States of America;English;32
96495;Folk Alley [AAC+ 64k];http://www.folkalley.com/folkalley-aacplus64.pls;folk,Folk music;United States of America;English;64
18861;Folk Alley [MP3 128k];http://www.folkalley.com/folkalley.pls;folk,Folk music;United States of America;English;128
96494;Folk Alley [MP3 56k];http://www.folkalley.com/folkalley56.pls;folk,Folk music;United States of America;English;56
44227;Folkrádió;http://37.221.209.146/6140/live.mp3;folk;Hungary;Hungarian;128
92186;FONTANKA.FM AAC:128;http://bcs2.hi-sound.ru:8000/fontan128.aac;news,blues,rock;Russia;Russian;128
92185;FONTANKA.FM MP3:256;http://bcs2.hi-sound.ru:8000/fontan256.mp3;news,blues,rock;Russia;Russian;256
88259;Fonte FM 103.7 Goiania;"http://sceua.softhost.com.br:8130/;stream.mp3";religion,chrisitan,goiania;Brazil;Portuguese;128
91873;Forest FM 92.3 - Verwood;http://195.10.228.4:8000/forestfm.mp3;verwood,east dorset,community radio;United Kingdom;English;128
90069;Forever Christmas Radio;http://14123.live.streamtheworld.com:80/SAM05AAC186_SC;Christmas;Canada;English;128
92502;Formato 21;http://ice21.securenetsystems.net/F21AAC?&playSessionID=C19CAF68-A4D1-DB6D-72CA1D0AA71CE1D8;;Mexico;Spanish;32
93625;Forrás Rádió;"http://91.82.85.44:9000/;stream";;Hungary;Hungarian;128
97051;Fortuna Rádió;http://streamer.impressive.hu:8020/fortuna_paks_live;;Hungary;Hungarian;185
85869;Forum;http://start-forum.ice.infomaniak.ch/start-forum-high.mp3;;France;French;128
91593;Fox News Radio;http://54.234.144.37/foxnewsradio-foxnewsaac-ibc2;national news,political talk,politics,news talk,news;United States of America;English;48
87348;FPP (Fréquence Paris Plurielle);http://radio.toile-libre.org:8000/fpp.mp3.m3u;;France;French;256
45415;France 80;http://listen.radionomy.com/france80;comedy,pop,80s;France;French;128
85756;France Bleu Alsace;http://direct.francebleu.fr/live/fbalsace-midfi.mp3;;France;French;0
85757;France Bleu Armorique;http://direct.francebleu.fr/live/fbarmorique-midfi.mp3;;France;French;0
85758;France Bleu Auxerre;http://direct.francebleu.fr/live/fbauxerre-midfi.mp3;;France;French;0
85759;France Bleu Azur;http://direct.francebleu.fr/live/fbazur-midfi.mp3;;France;French;0
85760;France Bleu Béarn;http://direct.francebleu.fr/live/fbbearn-midfi.mp3;;France;French;0
85761;France Bleu Belfort-Montbéliard;http://direct.francebleu.fr/live/fbbelfort-midfi.mp3;;France;French;0
85762;France Bleu Berry;http://direct.francebleu.fr/live/fbberry-midfi.mp3;;France;French;0
85763;France Bleu Besançon;http://direct.francebleu.fr/live/fbbesancon-midfi.mp3;;France;French;0
85764;France Bleu Bourgogne;http://direct.francebleu.fr/live/fbbourgogne-midfi.mp3;;France;French;0
85765;France Bleu Breizh Izel;http://direct.francebleu.fr/live/fbbreizizel-midfi.mp3;;France;;0
85766;France Bleu Champagne-Ardenne;http://direct.francebleu.fr/live/fbchampagne-midfi.mp3;;France;French;0
85768;France Bleu Cotentin;http://direct.francebleu.fr/live/fbcotentin-midfi.mp3;;France;French;0
85770;France Bleu Creuse;http://direct.francebleu.fr/live/fbcreuse-midfi.mp3;;France;French;0
85771;France Bleu Drôme-Ardèche;http://direct.francebleu.fr/live/fbdromeardeche-midfi.mp3;;France;French;0
85772;France Bleu Elsass;http://direct.francebleu.fr/live/fbelsass-midfi.mp3;;France;French;0
85773;France Bleu Gard Lozère;http://direct.francebleu.fr/live/fbgardlozere-midfi.mp3;;France;French;0
85774;France Bleu Gascogne;http://direct.francebleu.fr/live/fbgascogne-midfi.mp3;;France;French;0
85775;France Bleu Gironde;http://direct.francebleu.fr/live/fbgironde-midfi.mp3;;France;French;0
85700;France Bleu Hérault;http://direct.francebleu.fr/live/fbherault-midfi.mp3;;France;French;0
85776;France Bleu Isère;http://direct.francebleu.fr/live/fbisere-midfi.mp3;;France;French;0
85777;France Bleu La Rochelle;http://direct.francebleu.fr/live/fblarochelle-midfi.mp3;;France;French;0
85778;France Bleu Limousin;http://direct.francebleu.fr/live/fblimousin-midfi.mp3;;France;French;0
85779;France Bleu Loire Océan;http://direct.francebleu.fr/live/fbloireocean-midfi.mp3;;France;French;0
85780;France Bleu Lorraine Nord;http://direct.francebleu.fr/live/fblorrainenord-midfi.mp3;;France;French;0
85781;France Bleu Maine;http://direct.francebleu.fr/live/fbmaine-midfi.mp3;;France;French;0
85782;France Bleu Mayenne;http://direct.francebleu.fr/live/fbmayenne-midfi.mp3;;France;French;0
85783;France Bleu Nord;http://direct.francebleu.fr/live/fbnord-midfi.mp3;;France;French;0
85785;France Bleu Normandie (Calvados - Orne);http://direct.francebleu.fr/live/fbbassenormandie-midfi.mp3;;France;French;0
85784;France Bleu Normandie (Seine-Maritime - Eure);http://direct.francebleu.fr/live/fbhautenormandie-midfi.mp3;;France;French;0
85786;France Bleu Orléans;http://direct.francebleu.fr/live/fborleans-midfi.mp3;;France;French;0
85801;France Bleu Paris Région;http://direct.francebleu.fr/live/fb1071-midfi.mp3;;France;French;0
85787;France Bleu Pays Basque;http://direct.francebleu.fr/live/fbpaysbasque-midfi.mp3;;France;French;0
85788;France Bleu Pays d'Auvergne;http://direct.francebleu.fr/live/fbpaysdauvergne-midfi.mp3;;France;French;0
85789;France Bleu Pays de Savoie;http://direct.francebleu.fr/live/fbpaysdesavoie-midfi.mp3;;France;French;0
85790;France Bleu Périgord;http://direct.francebleu.fr/live/fbperigord-midfi.mp3;;France;French;0
85791;France Bleu Picardie;http://direct.francebleu.fr/live/fbpicardie-midfi.mp3;;France;French;0
85792;France Bleu Poitou;http://direct.francebleu.fr/live/fbpoitou-midfi.mp3;;France;French;0
85793;France Bleu Provence;http://direct.francebleu.fr/live/fbprovence-midfi.mp3;;France;French;0
85794;France Bleu RCFM;http://direct.francebleu.fr/live/fbfrequenzamora-midfi.mp3;;France;;0
85795;France Bleu Roussillon;http://direct.francebleu.fr/live/fbroussillon-midfi.mp3;;France;French;0
85796;France Bleu Saint-Étienne Loire;http://direct.francebleu.fr/live/fbstetienne-midfi.mp3;;France;French;0
85797;France Bleu Sud Lorraine;http://direct.francebleu.fr/live/fbsudlorraine-midfi.mp3;;France;French;0
85798;France Bleu Toulouse;http://direct.francebleu.fr/live/fbtoulouse-midfi.mp3;;France;French;0
85799;France Bleu Touraine;http://direct.francebleu.fr/live/fbtouraine-midfi.mp3;;France;French;0
85800;France Bleu Vaucluse;http://direct.francebleu.fr/live/fbvaucluse-midfi.mp3;;France;French;0
45416;France Culture;http://direct.franceculture.fr/live/franceculture-midfi.mp3;fine arts,Science,History,Cultural,Educational,Talk;France;French;0
26374;France Info;http://direct.franceinfo.fr/live/franceinfo-midfi.mp3;info,information;France;French;0
45418;France Inter;http://direct.franceinter.fr/live/franceinter-midfi.mp3;news,talk;France;French;0
86288;France Maghreb 2 Paris;http://francemaghreb.ice.infomaniak.ch/francemaghreb-high.mp3;;France;French;128
86289;France Maghreb 2 Province;http://francemaghreb2.ice.infomaniak.ch/francemaghreb2-high.mp3;;France;French;128
45419;France Musique;http://direct.francemusique.fr/live/francemusique-midfi.mp3;;France;French;0
96950;France Musique | L’événementielle;http://direct.francemusique.fr/live/francemusiquelevenementielle-hifi.mp3;;France;French;0
87291;Free Dom;http://freedomice.streamakaci.com/freedom.mp3;outre-mer;France;French;96
87292;Free Dom 2;http://freedomice.streamakaci.com/freedom2.mp3;outre-mer;France;French;96
90161;Free Rádio 107,0 FM Brno;http://icecast8.play.cz/freeradio128.mp3;house,90s,hiphop,rnb,trance,pop,dance;Czech Republic;Czech;128
91928;Freedom Radio Gambia Online;http://162.244.81.101:4348;information,news,gambia;Gambia;Multilingual;128
97601;Freewaav Internet Radio;http://r2.radioloyalty.net/lmjc2367;los angeles,adult contemporary;United States of America;English;128
74379;Freez FM;http://stream.freezfm.nl/freezfm;pop,rock;Netherlands;Dutch;192
44991;Freies Radio Freudenstadt;http://85.25.176.186:9140/listen.pls;;Germany;;128
44992;Freies Radio für Stuttgart;http://streaming.fueralle.org:8000/frs-hi.mp3.m3u;;Germany;;128
89643;Freies Radio Kassel;http://www.freies-radio-kassel.de/stream/FRKStream2.m3u;;Germany;German;192
44905;Freies Radio Österreich;http://www.fro.at:8008/fro64.mp3;;Austria;German;0
88252;Freies Radio Salzkammergut;http://stream.xaok.org:8000/frs.mp3;Freies Radio Salzkammergut;Austria;German;192
45069;Freies Radio Wüste Welle;http://livestream.wueste-welle.de:8000/mp3.m3u;;Germany;;192
65474;Frekvence 1;http://icecast3.play.cz/frekvence1-128.mp3;pop;Czech Republic;Czech;128
65728;Frekvence 1 80;http://pool.cdn.lagardere.cz:80/web-80;pop;Czech Republic;Czech;128
65729;Frekvence 1 CS Disco;http://pool.cdn.lagardere.cz:80/web-csdisko;Disco;Czech Republic;Czech;128
65705;Frekvence 1 Legendy;http://ice-01.lagardere.cz/web-f1-legendy;pop;Czech Republic;Czech;128
65706;Frekvence 1 Romantika;http://ice-01.lagardere.cz/web-f1-romantika;love;Czech Republic;Czech;128
65730;Frekvence 1 Trampska osada;http://pool.cdn.lagardere.cz:80/web-osada;Folk;Czech Republic;Czech;128
65701;Frekvence1 CS Hity;http://ice-01.lagardere.cz/web-f1-cshity;pop;Czech Republic;Czech;128
45421;Fréquence 3;http://ice.stream.frequence3.net/frequence3-128.mp3;;France;French;128
86322;Fréquence 3 Gold;http://ice.stream.frequence3.net/frequence3ac-128.mp3;;France;French;128
45423;Fréquence 3 Urban 3;http://ice.stream.frequence3.net/frequence3urban-128.mp3;;France;French;128
88389;Fréquence 7;http://live.francra.org:8000/Frequence7;eclectic;France;French;128
45424;Fréquence Banane;http://fbpc5.frequencebanane.ch:8001/;;Switzerland;;128
88842;Fréquence Eghezée 104.9;http://broadcast.infomaniak.ch/frequenceeghezee-128.mp3;;Belgium;French;192
45425;Fréquence K;http://frequencek.ice.infomaniak.ch/frequencek-128.mp3;;France;French;128
87197;Fréquence Luz;http://www.frequenceluz.com:8000/mobile;;France;French;128
85950;Fréquence MUTINE;http://icecast.infini.fr:8000/mutine;;France;;320
86543;Fréquence Nautique;http://players.creacast.com/creacast/frequence_nautique/playlist.pls;;France;French;128
56582;Fréquence Paris Plurielle;http://radio.toile-libre.org:8000/fpp.mp3;;France;French;256
45426;Fréquence Plus;http://freqplus.ice.infomaniak.ch:80/freqplus-high;;France;French;128
86486;Fréquence Protestante;http://stream2.broadcast-associes.com:9000/Frequence-Protestante;christian;France;French;160
85872;Fréquence Sillé;http://www.streamakaci.com/radios/frequencesille.pls;;France;French;128
45427;Frequence Sud;http://listen.radionomy.com/frequencesud;;France;French;128
94433;Frequence Verte;http://str0.creacast.com/frequence_verte_2;adult contemporary;France;French, Alsatian;128
93453;Fresh Air;http://studio.freshair.org.uk:8000/radio;;United Kingdom;English;192
45975;Fresh FM;http://www.fresh927.com.au/streams/liveMP3hq.m3u;Dance,Trance;Australia;;128
93617;Fresh FM;http://stream3.virtualpro.hu:8000/freshfm.mp3;;Hungary;Hungarian;128
93900;Fresh FM - Enying FM;http://enyingfm.com:8080/efm_high;;Hungary;Hungarian;192
97043;Fresh FM - ProgBeat Radio;http://enyingfm.com:8080/pb_hi;dance;Hungary;Hungarian;192
95655;Fresh FM 104.3 Oranjestad;"http://www.fresharuba.com:8006/;";oranjestad,rock,adult contemporary;Aruba;English, Dutch;128
95774;Fresh FM 90.9 - St. Georges;"http://162.212.13.57:9994/;stream.mp3";st. georges,caribbean music;Grenada;English;128
93127;Fresh Radio;"http://176.31.113.37:8080/;";electro,rock,pop,indie;France;French;128
89499;Fresh Rock;http://stream.freshrock.net/128.mp3;hard rock,punk,ska,pop rock,alternative rock,rock;Ukraine;Ukrainian, Russian, English;128
89516;Fresh Rock;http://stream.freshrock.net/320.mp3;rock,alternative,hard rock,ska,punk,pop-rock;Ukraine;Ukrainian, Russian, English;320
89500;Fresh Rock;http://stream.freshrock.net/24.aac;rock,pop rock,hard rock,alternative rock,punk,ska,jazz;Ukraine;Ukrainian, Russian, English;24
87136;Fresh!;http://193.108.24.21:8000/fresh;hits;Bulgaria;Bulgarian;128
97036;FreshFM;http://www.fresh.fm/media/audio/ListenHigh.pls;;Netherlands;;96
87643;Frisky;http://stream2.friskyradio.com/frisky_mp3_hi;new york city,progressive,electronic,frisky;United States of America;English;128
87642;Frisky Chill;http://chill.friskyradio.com/friskychill_mp3_high;new york city,electronic,chill;United States of America;English;128
87644;Frisky Deep;http://deep.friskyradio.com/friskydeep_aachi;new york city;United States of America;English;96
97153;Friss FM Kisvárda;"http://178.63.40.81:10050/;";local radio;Hungary;Hungarian;192
83898;Frisss FM;"http://92.61.114.195:9800/;stream";;Hungary;Hungarian;128
44998;Fritz (rbb);http://www.fritz.de/live.m3u;urban,local news,talk;Germany;German;128
91874;Frome FM 96.6;http://icecast.bargus.co.uk:8001/fromefm.mp3;frome,community radio;United Kingdom;English;160
87505;Frozen Radio;http://stream.frozen-radio.de:9000/;;Germany;German;128
87053;FRQ;http://nodec.gocaster.net/fq;edm,dance;Ireland;English;96
45085;FSK | Freies Sender Kombinat;http://stream.fsk-hh.org:8000/fsk.mp3.m3u;Bürgerradio,nicht-kommerziell;Germany;German;128
92362;FSN Rock;http://stream.radio-fsn.de:8000/rock;fsn;Germany;German;128
90154;FSSPX Radio Internetowe;http://fsspx.pl:8000/radio.mp3;Christian,Catholic;Poland;Polish;128
87478;Fuel Radio - Hard Christian Music Radio;http://fuelradio.serverhostingcenter.com:7859/;hard rock,metal,christian;United States of America;English;128
88325;Fugi FM;http://92.175.228.15:8000/stream.mp3.m3u;;France;French;128
95550;Full FM 99.7 San Salvador;http://gruposamixfm.mixstre.am:8004/stream;website down - fb page only,san salvador,top 40,pop;El Salvador;Spanish;96
47500;FullVibes;http://radio.full-vibes.com:8000/FullVibes128.ogg.m3u;underground;France;;0
86995;FullVibes;http://radio.full-vibes.com:8023/listen.pls;underground;France;;128
66163;Fun Radio;http://statslive.infomaniak.ch/playlist/funradiobe/funradiobe-high.mp3/playlist.pls;;Belgium;French;128
66855;Fun Radio;http://stream.funradio.sk:8000/fun128.mp3;Pop;Slovakia;Slovakian;128
42767;Fun Radio (France);http://streaming.radio.funradio.fr/fun-1-48-192;HITS;France;French;192
66859;Fun Radio 80&90;http://stream.funradio.sk:8000/80-90-128.mp3;;Slovakia;Slovakian;128
66856;Fun Radio CZ;http://stream.funradio.sk:8000/cs128.mp3;;Slovakia;Slovakian;128
66858;Fun Radio Dance;http://stream.funradio.sk:8000/dance128.mp3;;Slovakia;Slovakian;128
86098;Fun Radio Guadeloupe;"http://radio-icecast.cyber-streaming.com:8014/;stream.mp3";outre-mer;France;;112
89012;Fun Radio Guyane;"http://manager2.streaming-ingenierie.fr:8050/;stream.mp3";outre-mer;France;French;128
86099;Fun Radio Martinique;"http://195.154.80.65:8110/;stream.mp3";outre-mer;France;French;112
89122;Fun Radio Réunion;http://www.streamakaci.com/radios/funradio.m3u;outre-mer;France;French;128
88589;FUN Tampere;http://st.downtime.fi/fun.mp3;;Finland;Finnish;112
89822;FUN45s.com;http://www.fun45s.com/listen.pls;pop,oldies,50s,60s;;;64
69165;Fun80s.fm;http://www.fun80s.fm/streamlinks/dsl.pls;;Germany;German;0
92035;Funkagroove Radio;http://radio5.pro-fhi.net:9024/live;groove,funk,rnb,soul,hiphop;France;;192
97559;FUNKERFM;http://167.114.131.90:5968/ffm;world music,internet radio,onlineradio,webradio;United Kingdom;English;96
92161;Funky Beat Radio;http://prostreams.nl:2199/tunein/funkybea-stream.pls;funk;;;256
95120;Funky Corner Radio;http://andromeda.shoutca.st:8411/stream;funky,soul,rnb,disco;Italy;English;128
85146;FunkyBlues;http://listen.radionomy.com/funkyblues;;;;128
83981;FunRadio FM;http://s1.slotex.pl:7532;;Poland;Polish;64
90045;FunX Slow Jamz;http://icecast.omroep.nl/funx-slowjamzfb-bb-mp3.m3u;Slow Jamz;Netherlands;Dutch;192
86739;Furcast archive stream;https://stream.xbn.fm/xbn-fc-archive;talk,Furry;United States of America;English;128
92266;Fusion at Sunset;http://los.cdnstream.com/1123_128?cb=161711.mp3;jazz;;;256
45430;Fusion FM;http://fusionfm.ice.infomaniak.ch:8000/fusionfm-192.mp3;;France;French;128
95049;Fusion Radio.ca - Scarborough Campus, University of Toronto, ON;https://streaming.shoutcast.com/FusionRadioSCCR;toronto,student radio,university radio;Canada;English;192
87622;Futbol de Primera;http://lortel58.lorini.net:30002/fdpradio.mp3;sport,soccer,information,miami;United States of America;Spanish;64
45434;Futuradios;http://ice1.impek.com:80/futuradios-128;;France;French;128
45433;Futuradios Dance;http://ice1.impek.com:80/futuradiosdance-128;;France;French;128
45435;Futuradios Pop & Sweet;http://ice1.impek.com:80/futuradiospopsweet-128;;France;French;128
89382;Future Music FM;http://stream.futuremusic.fm:8000/mp3;drum&bass,electronic,techno;United Kingdom;English;128
92876;Future Radio 107.8 Norwich;http://futureradio.co.uk/Future.m3u;Norwich,community radio;United Kingdom;English;0
87118;Futuro;http://provisioning.streamtheworld.com/pls/FUTURO.pls;rock;Chile;Spanish;64
88583;Fuze;http://stream.franclr.fr:8000/fuze;;France;French;192
90755;Gabba-Gabba-Radio - ALL Ramones ALL the Time!;http://76.17.133.176:8666/;rock,punk;France;English;24
93522;Gabz FM 96.2 Gaberone;"http://fmt01.egihosting.com:17721/;";gaberone,african music,pop;Botswana;English;64
92831;Galaxie Lounge;https://www.radioking.com/play/galaxielounge;;France;French;128
92830;Galaxie New Wave;https://www.radioking.com/play/galaxienewwave;;France;French;128
86418;Galaxie Radio;https://www.radioking.com/play/galaxieradio;;France;French;128
92829;Galaxie Vintage;https://www.radioking.com/play/galaxievintage;;France;French;128
97409;Galaxy 107 FM;"http://s23.myradiostream.com:4326/;listen.mp3";community radio,adult contemporary;New Zealand;English;160
92046;Galei Zahal;http://glzwizzlv.bynetcdn.com/glz_mp3;;Israel;Hebrew;128
90369;galey-tzahal;http://glzicelv01.vds-is.bynetcdn.com/glz.mp3;;Israel;Hebrew;128
90371;galgalatz;http://glzicelv01.vds-is.bynetcdn.com/glglz.mp3;;Israel;Hebrew;128
86942;Galway Bay FM;http://adsi-e-01-cr.sharp-stream.com/galwaybay.mp3;galway bay,music,talk,news,local;Ireland;English;128
90281;Gamer Sound;http://149.56.147.197:8716/stream;video game,Soundtracks;Guatemala;English;128
93861;Gamma Radio - Golden Hits;http://nr9.newradio.it:9071/listen.pls;00s,90s,80s,70s,60s;Italy;Italian;64
96080;Gangstaville Radio;http://stream.radio.co/s1cffd7347/listen;miami,hiphop,soul,rnb,indie;United States of America;English;128
94075;Garage Radio;http://37.187.93.104:8020/live;rock;Italy;Italian;128
87054;Garden County Radio;"http://5.63.151.52:7044/;stream.mp3";variety,local,community;Ireland;English;128
87657;Gaucha AM;http://542747t.ls.azioncdn.net/2747t/a/mp4:access_options/rtmp-live/gaucha_rbs.sdp/playlist.m3u8?wowzasessionid=77517771;m3u8,news talk;Brazil;Portuguese;0
92496;gavdosfm;https://muse.multiserver.gr:2199/tunein/gavdosf1.pls;southest europe,greek;Greece;Greek;128
96802;Gay Internet Radio LIve;http://streaming.streamonomy.com/GIRL;dancehall,house,electronic,dance;United States of America;English;0
96905;Gay Pop Australia;http://sh-uk.gaypopradio.com/gp-lon;lgbt,top 40,pop,electronic;Australia;English;56
